session_id,job_ids,actions
6292,"[1665, 1653, 1640, 311, 2013, 993, 308, 304, 1635, 42, 1632]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6293,"[5740, 1585, 1630, 1608, 302, 465, 1620, 1505, 10, 3420, 1623, 2497]","['apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply', 'view', 'apply', 'view', 'apply', 'apply']"
6294,"[1621, 938, 322, 441, 3113]","['view', 'apply', 'apply', 'apply', 'view']"
6295,"[872, 4168, 3630, 4937]","['view', 'view', 'view', 'view']"
6296,"[2750, 692, 508, 322, 3064, 1681, 2252, 318, 4754, 316, 1667, 1659, 2509, 1711]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6297,"[946, 2617, 1610, 1453]","['apply', 'apply', 'apply', 'apply']"
6298,"[1665, 1653, 1644, 312, 2505, 1640, 3114, 307, 302, 1636]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6299,"[4676, 1634, 4675]","['apply', 'apply', 'apply']"
6300,"[1608, 1624, 2497, 507, 2502, 2753, 1573, 220, 1825]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6301,"[825, 1312, 1425, 832, 107, 618]","['apply', 'view', 'view', 'apply', 'view', 'view']"
6302,"[3502, 2526, 748, 422, 2432, 1986, 2049]","['apply', 'view', 'apply', 'view', 'view', 'apply', 'view']"
6303,"[1010, 1690, 11, 597]","['view', 'view', 'view', 'apply']"
6304,"[4509, 3877, 375, 1152, 280, 1154, 2472, 536, 2238]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6305,"[268, 2784, 2480, 2871, 741, 734, 929, 733, 472, 730, 727, 2532, 518, 859]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6306,"[1785, 846, 226, 1531, 1542]","['apply', 'apply', 'view', 'view', 'apply']"
6307,"[919, 319, 1819, 2747, 2707, 874, 912, 1294, 2416, 3810]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6308,"[42, 3087, 2237, 989, 2437, 3132, 1631, 512]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6309,"[366, 457, 1028, 4664, 451]","['view', 'view', 'view', 'view', 'view']"
6310,"[3337, 365, 2386, 1686, 322, 2816, 525, 4046]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6311,"[320, 2161, 314, 2092, 927]","['apply', 'apply', 'apply', 'apply', 'apply']"
6312,"[315, 1653, 1066, 3876, 1652, 994, 1646, 312, 519, 1115, 1640, 1351, 1111, 1114]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6313,"[307, 1460, 41, 302, 304, 1161, 1692, 1632, 1630]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6314,"[4419, 3033, 1505]","['apply', 'apply', 'apply']"
6315,"[10, 507, 511, 1221, 1620, 2497]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6316,"[11, 747, 4665]","['view', 'view', 'view']"
6317,"[4126, 2124, 1807, 290, 228, 578]","['view', 'view', 'view', 'view', 'view', 'view']"
6318,"[3055, 685, 911, 4627, 3042, 5406, 680, 1731, 1822, 3376, 800, 3873, 3501]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6319,"[799, 583, 617, 1728, 654, 5436]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6320,"[3054, 3053, 2891, 2935, 5352, 1795, 4633, 2635, 935, 2630, 200, 164, 2770, 4693, 759]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply', 'apply', 'view']"
6321,"[687, 2085, 3037, 9, 1790, 1724, 2766, 2365]","['apply', 'view', 'view', 'apply', 'view', 'view', 'view', 'view']"
6322,"[2725, 774, 3335, 923, 1251]","['view', 'view', 'apply', 'view', 'apply']"
6323,"[2281, 2187, 406, 2223, 878, 3143, 1383, 1118, 1509, 267]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6324,"[2054, 1508, 3434, 32, 5145]","['view', 'view', 'view', 'apply', 'apply']"
6325,"[3766, 2120, 746, 746]","['apply', 'apply', 'view', 'view']"
6326,"[338, 2854, 2904, 2545, 3405, 2542, 1884, 2059, 2083, 1954, 3102]","['view', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6327,"[1738, 1015, 1762]","['apply', 'apply', 'apply']"
6328,"[1736, 1739, 862, 3407, 1714, 2299, 1705, 1975, 2656, 3586]","['apply', 'apply', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
6329,"[5895, 1689, 457, 457, 1598, 465, 4702, 220]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
6330,"[2303, 1017, 2716]","['view', 'view', 'view']"
6331,"[921, 3491, 4017, 1834]","['view', 'view', 'view', 'view']"
6332,"[3486, 1130, 2271]","['view', 'view', 'view']"
6333,"[1129, 2521, 221, 1200, 5390, 5918, 729, 1189, 1247, 4227, 1185, 3360, 5917]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6334,"[1181, 1180, 1139, 5945]","['apply', 'apply', 'apply', 'view']"
6335,"[1413, 1018, 2795]","['apply', 'apply', 'apply']"
6336,"[1210, 1170, 332, 1221, 1155, 365, 1205, 753, 1159]","['apply', 'apply', 'apply', 'view', 'apply', 'apply', 'view', 'apply', 'apply']"
6337,"[3888, 1324, 6021, 1684, 1635, 911, 1629, 1078, 1636, 302]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6338,"[412, 3662, 1617, 441, 111, 4605]","['view', 'apply', 'apply', 'apply', 'view', 'apply']"
6339,"[1364, 731, 730, 3226, 2950, 1474, 509]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
6340,"[2043, 1583, 1987, 1977]","['view', 'view', 'view', 'view']"
6341,"[842, 984, 172, 159, 883, 150]","['view', 'view', 'apply', 'apply', 'apply', 'apply']"
6342,"[145, 444, 518, 874, 718, 107, 715, 712, 865, 2046, 710, 1759, 2039, 105, 108]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6343,"[103, 2023, 94, 89, 85, 336, 699, 1980, 597, 1958, 849, 54, 846, 644]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6344,"[1472, 1433, 839]","['apply', 'apply', 'apply']"
6345,"[4678, 460, 1834, 1432]","['view', 'view', 'view', 'view']"
6346,"[1400, 932, 816, 691, 789, 1495]","['view', 'view', 'view', 'view', 'view', 'view']"
6347,"[3935, 1815, 116, 2532]","['apply', 'apply', 'apply', 'apply']"
6348,"[1449, 2642, 2638]","['view', 'view', 'view']"
6349,"[1791, 99, 866, 5339, 176, 1906, 1015]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
6350,"[1573, 4570, 4674, 2316, 927, 1653, 441, 322, 320, 2622, 316, 1658, 1661, 313]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6351,"[2382, 4691, 4910]","['view', 'view', 'view']"
6352,"[4317, 3877, 4320, 3736, 3533, 1332, 1326, 5365, 2053, 4323, 1012, 4159]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
6353,"[822, 3744, 511, 4816, 4559, 4701, 4907, 1540]","['apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6354,"[3113, 651, 107, 1299, 1301, 352, 1073, 2406, 696, 2452, 93, 4715]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6355,"[4573, 457, 1287, 1501, 498, 718, 509, 1509, 690, 1261, 1410, 817, 11, 597, 646]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply', 'view', 'view', 'apply', 'apply', 'view']"
6356,"[646, 2373, 483, 460]","['view', 'view', 'apply', 'apply']"
6357,"[3736, 4356, 2220, 931, 1250]","['view', 'view', 'view', 'view', 'view']"
6358,"[6577, 6578, 6576]","['view', 'view', 'view']"
6359,"[6045, 4075, 4015, 3882, 5458, 2153, 3606, 1253, 1252, 724]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6360,"[1591, 6230, 457, 1697, 3220, 1709, 1493, 2695, 1707, 3733, 2687, 2338]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6361,"[982, 1445, 324, 44, 419, 460, 747, 1760, 957, 1694]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6362,"[2619, 1398, 2391, 2386, 1636, 1634, 4676, 4677, 4675, 1620]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6363,"[1633, 1621, 872, 3657, 2501, 1708, 3128, 1006]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6364,"[1617, 441, 3668, 388, 3662]","['apply', 'apply', 'apply', 'apply', 'apply']"
6365,"[966, 3246, 4499, 4194, 2671, 1969, 1496, 2968, 2183, 3293, 2171, 1178, 3251]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6366,"[3182, 2740, 764, 2563, 3017]","['view', 'view', 'apply', 'view', 'view']"
6367,"[3250, 606, 5017, 4549, 1712]","['view', 'view', 'view', 'view', 'view']"
6368,"[3814, 4221, 4653, 3683, 3664, 1655, 3617, 5510, 1955]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
6369,"[1694, 5511, 3187, 970, 4219, 489, 4647]","['view', 'apply', 'view', 'view', 'view', 'apply', 'apply']"
6370,"[5048, 1599, 4189, 732, 1017, 2765]","['apply', 'view', 'view', 'apply', 'apply', 'view']"
6371,"[2975, 2971, 4302]","['apply', 'apply', 'view']"
6372,"[397, 3856, 1022, 602]","['view', 'view', 'apply', 'view']"
6373,"[4698, 2341, 586, 36, 305, 799, 2939, 2651, 1103]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6374,"[583, 601, 1941, 795, 228]","['view', 'view', 'view', 'view', 'view']"
6375,"[4371, 1822, 2326, 1271, 3873, 2652, 800, 616, 656]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6376,"[293, 1807, 4710, 200, 2770, 3335, 2438, 3645, 1790]","['apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'apply', 'apply']"
6377,"[2365, 772, 2630, 2635, 4693, 2725, 2891]","['view', 'apply', 'view', 'view', 'view', 'apply', 'view']"
6378,"[4633, 3661, 680, 1795]","['view', 'view', 'view', 'apply']"
6379,"[4628, 1813, 4442, 1947, 360, 131, 902, 1632, 1819, 2188, 689, 89]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6380,"[2399, 1148, 3856, 2042, 4679, 3234, 4546, 4680, 805]","['apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6381,"[4682, 2872, 141, 2932, 29, 502, 1283, 2812, 1407, 2668, 326, 600, 1256, 4574]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6382,"[460, 471, 334, 4275]","['view', 'view', 'view', 'view']"
6383,"[53, 1482, 533, 888, 1196, 125, 276, 255, 1943]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6384,"[1411, 1412, 23, 1403, 1059, 39]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6385,"[3589, 4229, 1779, 2312, 2296, 2268, 233, 2202, 3393, 1198, 2112]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6386,"[1895, 163, 3389, 357, 354, 3967, 347]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
6387,"[2987, 346, 2859, 338, 2855, 1197, 3257, 1191, 2775, 2848]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6388,"[11, 5114, 2371]","['view', 'apply', 'apply']"
6389,"[4546, 4673, 4233, 4148, 4231, 2313, 364, 2221, 2678]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6390,"[2189, 3197, 2875, 360, 3350, 2388]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6391,"[2873, 539, 3349, 3080, 2864, 358, 4846, 3192, 350, 3079]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6392,"[349, 3191, 1199, 3532, 3543, 3303, 344]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6393,"[1195, 192, 329, 4996, 2539, 2820, 3, 2445]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply']"
6394,"[2444, 202, 894, 331, 340, 4145]","['apply', 'apply', 'apply', 'apply', 'view', 'view']"
6395,"[1615, 1574, 4632, 2663, 1450]","['view', 'view', 'view', 'view', 'view']"
6396,"[1686, 2386, 3877]","['view', 'view', 'view']"
6397,"[2622, 438, 1667, 1663, 314, 4128, 3135, 1453]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6398,"[1647, 3113, 42, 1632, 1455, 1627, 1242, 1624, 1505, 507, 1622, 4683, 4684]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
6399,"[322, 4607, 3878, 320, 319, 1675, 1661, 1670]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6400,"[315, 1658, 313, 1649, 927, 1646, 312, 304, 311, 1633, 302, 911, 1630, 1631]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6401,"[1035, 1626, 2497, 10, 938]","['apply', 'apply', 'apply', 'apply', 'apply']"
6402,"[1620, 1621, 412, 1617, 441, 4557]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6403,"[388, 111, 220]","['apply', 'apply', 'apply']"
6404,"[221, 964, 2106, 4162, 3935, 4006, 998, 294]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6405,"[201, 177, 118, 955, 230, 505, 2039]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
6406,"[91, 88, 74, 990, 4682, 1482, 4501, 4337]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6407,"[176, 1560, 131, 138, 518, 378, 1177, 259, 763, 991, 249]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6408,"[247, 244, 242]","['apply', 'apply', 'apply']"
6409,"[1014, 869, 1120, 2271, 4387, 4386, 1700, 2205, 1363, 798, 523, 1783, 2097, 1126, 2020]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6410,"[1976, 1971, 1964, 4389, 1309, 3127, 4043, 374, 1565, 1890, 4212]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6411,"[1357, 805, 288, 2489, 1248, 783]","['view', 'view', 'view', 'view', 'view', 'view']"
6412,"[3288, 1139, 4072, 373, 479, 3876, 1115, 663, 1114, 2826]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6413,"[606, 908, 371]","['view', 'view', 'view']"
6414,"[2451, 1161, 3432, 4645, 4583, 1157, 4685, 2452, 511, 1904, 2949, 2407, 379]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view']"
6415,"[4323, 4157, 1312, 1565]","['view', 'view', 'view', 'view']"
6416,"[1357, 783, 1220, 4000, 1303, 2427, 1501, 1345, 1343, 1341]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6417,"[1342, 884, 1358, 1517, 1513, 948, 1504, 409, 370]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
6418,"[1228, 289, 2808, 4194]","['view', 'view', 'view', 'view']"
6419,"[2767, 3694, 365]","['view', 'apply', 'apply']"
6420,"[3246, 5254, 5096, 4523, 4326, 2062, 1460, 365]","['view', 'view', 'view', 'view', 'apply', 'apply', 'view', 'apply']"
6421,"[4298, 319, 1672, 2750, 1711, 492, 5881, 5739, 3750, 1635, 320, 1673, 677]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
6422,"[1653, 927, 312]","['apply', 'apply', 'apply']"
6423,"[307, 5880, 302, 2013, 5740, 4556, 4554, 4528]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6424,"[111, 465, 1620]","['view', 'view', 'apply']"
6425,"[223, 2861, 279, 207, 1853, 2863, 50]","['view', 'view', 'apply', 'apply', 'view', 'view', 'view']"
6426,"[106, 301, 962, 5246]","['view', 'view', 'view', 'view']"
6427,"[5216, 2893, 4582, 239, 1809, 1058, 4678]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
6428,"[428, 2367, 3722, 1305, 577, 2044, 3560, 664, 2427, 1294, 1295, 1292, 5649, 6049, 1298]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply']"
6429,"[1394, 1290, 2451, 1341, 1343, 1010, 1248, 1156, 1286, 4861]","['view', 'apply', 'apply', 'view', 'apply', 'view', 'apply', 'apply', 'apply', 'view']"
6430,"[457, 5687, 2789, 663, 1073, 1073, 1004, 1004, 3122, 1285, 1342, 4601, 825]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
6431,"[221, 5511, 3827, 41, 3990, 459, 4333, 5186, 494, 771, 770, 995, 570, 1290, 489]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6432,"[334, 3110, 4046, 587, 911, 552, 2886]","['apply', 'apply', 'view', 'view', 'view', 'apply', 'apply']"
6433,"[4687, 1193, 421, 2533, 1787, 54, 1927, 593, 2164, 1482, 102, 1799]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
6434,"[610, 1021, 53, 947]","['apply', 'apply', 'apply', 'view']"
6435,"[956, 252, 132, 244, 666, 846, 987, 502, 3151, 1385]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply']"
6436,"[1020, 72, 1256]","['view', 'apply', 'apply']"
6437,"[141, 600, 180, 80, 128, 1256, 72, 782, 1260, 1020]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'apply']"
6438,"[4300, 647, 633]","['view', 'apply', 'view']"
6439,"[73, 385, 1454, 800]","['view', 'view', 'view', 'view']"
6440,"[4421, 1672, 3457, 141, 1685, 1080, 1652, 3019, 1755, 3547, 4626, 2386, 1686, 4570]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
6441,"[4684, 5186, 3877, 1679, 2622, 1681, 446, 2750, 1675, 1253, 1252, 1659]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6442,"[771, 1658, 1711, 313, 927, 3481, 724, 1653, 1152, 2756, 2507, 492, 1649, 1665, 312]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6443,"[570, 1642, 2975, 1640, 641, 311, 2739, 945, 307, 2613, 1760, 1344]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6444,"[1638, 308, 304, 424, 302, 3050, 3383, 3200]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6445,"[42, 1632, 911, 2237, 5450, 5449, 1579, 1631, 4559, 4556, 4528, 4599]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6446,"[4551, 1455, 225, 2338, 970, 1242]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6447,"[1709, 2497, 1131, 465]","['apply', 'apply', 'apply', 'apply']"
6448,"[1622, 938, 1621, 1725, 412, 220, 1825, 4557, 388, 1633, 1620, 1491]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply', 'apply', 'view', 'apply', 'apply']"
6449,"[4156, 4591, 2404, 3680, 229, 44, 1587]","['view', 'view', 'apply', 'apply', 'view', 'apply', 'view']"
6450,"[2465, 1709, 2338, 3384, 2921, 761]","['view', 'view', 'apply', 'apply', 'apply', 'view']"
6451,"[1102, 2247, 2712, 2175, 2863]","['view', 'view', 'view', 'view', 'view']"
6452,"[128, 2600, 4743, 2138, 1482, 964, 998, 1363, 3095, 820, 1468, 1177, 996]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6453,"[242, 1546, 291]","['apply', 'apply', 'apply']"
6454,"[1391, 2050, 2018, 2368]","['view', 'view', 'view', 'apply']"
6455,"[2366, 4690, 4691, 4295, 680, 4303, 3940, 4161, 3736]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6456,"[3935, 3533, 1764, 2772]","['apply', 'apply', 'apply', 'apply']"
6457,"[689, 2107, 1823, 1549, 1947, 2229, 1389, 1239, 3962, 1881, 4670, 1388]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6458,"[722, 1384, 327, 994, 2488, 1380, 124, 277, 270, 513, 110, 2064, 60]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6459,"[27, 267, 1968, 4486, 25, 666]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6460,"[2395, 3143, 3789, 119, 60, 72, 4309, 122, 2535]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'view']"
6461,"[2971, 4763, 4186, 2966]","['view', 'view', 'view', 'view']"
6462,"[1802, 4606, 982, 419, 1694]","['apply', 'apply', 'apply', 'view', 'view']"
6463,"[810, 5017, 1034, 1851, 2675]","['apply', 'apply', 'apply', 'view', 'apply']"
6464,"[118, 4568, 84, 64, 63, 55, 418, 131, 4366]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view']"
6465,"[1095, 931, 275]","['view', 'view', 'view']"
6466,"[54, 846, 112, 1786, 610]","['view', 'view', 'view', 'view', 'view']"
6467,"[2211, 37, 1568, 1808, 1109, 910, 1577, 2104, 917, 2446, 41]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'view', 'view', 'view']"
6468,"[663, 1578, 2909, 1157]","['view', 'view', 'view', 'view']"
6469,"[5737, 302, 567, 5186, 550, 490]","['view', 'view', 'view', 'view', 'view', 'view']"
6470,"[541, 1791, 2638, 2642, 1449, 3406, 860, 4150, 866, 1843, 2539, 18, 466]","['view', 'apply', 'view', 'apply', 'view', 'view', 'view', 'view', 'apply', 'view', 'view', 'apply', 'apply']"
6471,"[409, 3926, 2665, 197, 199, 1830, 287, 4632, 2922, 696, 91]","['view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'view']"
6472,"[678, 2384, 6430, 6431, 6406, 6200, 6426, 6418]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6473,"[5180, 4318, 4378, 4316, 4203, 4188, 4061, 6072]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6474,"[1330, 309, 2290, 2285, 3347, 2148, 1318, 2526]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
6475,"[3468, 2600, 2431, 6053, 3502, 2973, 6432, 6429, 6428, 6413, 6208, 6427, 5587, 6167, 4317]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6476,"[1012, 1332, 6192, 1325, 1308, 6010, 1306, 123, 1298, 6421, 1009, 1699]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view']"
6477,"[6283, 664, 6020, 2490, 1010, 1028, 1073, 4573, 1286, 4685, 2381, 2406, 93, 5055]","['apply', 'view', 'apply', 'view', 'view', 'view', 'apply', 'view', 'view', 'apply', 'view', 'apply', 'view', 'apply']"
6478,"[1340, 1004, 1289, 822, 3122, 817, 825, 3011, 3340, 818]","['view', 'view', 'view', 'apply', 'view', 'apply', 'view', 'apply', 'view', 'view']"
6479,"[1154, 1105, 4347]","['apply', 'view', 'apply']"
6480,"[705, 502, 5760, 509, 873, 129, 6063]","['view', 'apply', 'apply', 'apply', 'view', 'view', 'view']"
6481,"[6080, 521, 276, 6503, 996, 518, 5748, 1086, 730, 896]","['view', 'view', 'view', 'apply', 'view', 'apply', 'apply', 'apply', 'apply', 'view']"
6482,"[2680, 201, 740, 2524, 3877, 1788, 964, 268, 370, 409, 197]","['view', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
6483,"[831, 778, 66, 1910, 701]","['view', 'apply', 'view', 'apply', 'view']"
6484,"[1373, 349, 1780, 2958, 1379, 3531, 2101, 1013, 2678, 5209, 613, 1392, 2189, 1388, 32]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'apply', 'apply']"
6485,"[1800, 1001, 3953, 4003, 27, 192, 925, 1366, 1, 2957, 1874, 340, 1377, 2490]","['apply', 'apply', 'apply', 'view', 'apply', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'view', 'view']"
6486,"[2962, 3427, 3259, 2188, 2396, 4346, 1524, 2379, 792, 1258, 2385]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
6487,"[3720, 3721, 3191, 2959, 3848, 1921, 3390, 1867]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
6488,"[2239, 1746, 4205, 2908, 4229]","['apply', 'apply', 'apply', 'apply', 'apply']"
6489,"[1256, 4934, 4956, 72]","['apply', 'view', 'view', 'view']"
